Text,Questions,Answers
"රුසියානු සෝවියට් Federative සමාජවාදී ජනරජය (රුසියානු SFSR හෝ RSFSR; රුසියානු:. Российская Советская Федеративная Социалистическая Республика, tr Rossiyskaya Sovetskaya Federativnaya Sotsialisticheskaya Respublika (උදව් · තොරතුරු) සවන්) පොදුවේ සෝවියට් රුසියාව හෝ සරලව රුසියාව ලෙස සඳහන්, දී ස්වෛරී රාජ්ය විය 1917-22, 1990-91 දී තමන්ගේ ම නීති විශාලතම, වැඩිම ජනගහනයක් ඇති අතර, 1922-91 දී සෝවියට් සංගමය, ආර්ථික බොහෝ සංවර්ධිත ජනරජයක් හා සෝවියට් සංගමය, ස්වෛරී කොටසක්. ජනරජයේ දහසය ස්වාධීන සමූහාන්ඩු, ස්වාධීන oblasts පහක්, දහයක් ස්වාධීන okrugs, krais හය, හතළිස් oblasts කින් සමන්විත විය. රුසියානුවන් විශාලතම ජනවාර්ගික කණ්ඩායමක් පිහිටුවා ගත්හ. බටහිරින් එය ෆින්ලන්තය, නෝර්වේ හා පෝලන්තය මායිම්; හා දකුණු, චීනය, මොංගෝලියාව හා උතුරු කොරියාව උතුරු දෙසින් ආක්ටික් සාගරයේ මායිම් අතර, නැගෙනහිර පැසිෆික් සාගරයේ සහ කළු මුහුද සහ කැස්පියන් මුහුද දකුණු. සෝවියට් සංගමය තුල, එය බටහිරින් බොල්ටික් සමූහාන්ඩු (ලිතුවේනියාව, ලැට්වියාව හා එස්තෝනියාව), එම බෙලාරූසියානු සෝසස සහ යුක්රේන සෝසස මායිම්. දකුණු එය ජෝර්ජියානු, අසර්බයිජානය හා කසක් SSRs මායිම්.","[ '1922 පසු අයිති රුසියාව කුමන සමිති?' 'කුමන සාගර නැගෙනහිර රුසියාව සමග ද?' ',' 'වන විට, සෝවියට් සංගමය, එහි කොටසක් වීම සඳහා RSFSR සටන් විරාමය කළේ?', 'කීයක් ස්වාධීන සමූහාන්ඩු වන RSFSR හදාගන්න? ',' මෙම RSFSR අඩංගු කොපමණ oblasts? ',' කීයක් ස්වාධීන oblasts මෙම RSFSR කොටසක් ද? ',' ද RSFSR කීදෙනෙක් krais සිටියහ? ',' බටහිර රුසියාව සමග කොයි සාගර? ',' කුමන සමිති රුසියාවට අයිති කොපමණ oblasts 1922 පෙර RSFSR සෝවියට් සංගමය, එහි කොටසක් වීම දිගටම කවදාද? ',' කීයක් රඳා සමූහාන්ඩු වන RSFSR හදාගන්න මෙම RSFSR එපා කළේ? ','? ','? ']","[[{ 'පෙළ' 'පැසිෆික් සාගරය', 'answer_start': 832}], [{ 'පෙළ' 'සෝවියට් සංගමය', 'answer_start': 403}], [{ 'පෙළ' '91' ' 'answer_start': 323}], [{ 'පෙළ' 'දහසය', 'answer_start': 532}], [{ 'පෙළ' 'හතළිස්', 'answer_start': 625}], [{ 'පෙළ' : '' පස් ',' answer_start ': 562}], [{' පෙළ '' හය ',' answer_start ': 610}], [], [], [], [], []]"
"ඇලෙක්සැන්ඩර් ග්රැහැම් බෙල් (මාර්තු 3, 1847 - අගෝස්තු මස 2, 1922) ස්කොට්ලන්ත-උපත [N 3] විද්යාඥ, නව නිපැයුම්කරු, පලමු ප්රායෝගික දුරකථන සඳහා පේටන්ට් බලපත්ර සහිත බැර කරන ඉංජිනේරුවෙක් හා පාරිභෝගික නිෂ්පාදන විය.","[ 'කුමක්ද බෙල්? නව සොයාගැනීම් සඳහා වඩාත් ප්රසිද්ධ වී ඇත', 'කුමක්ද වසරේ බෙල් මිය ගියේ?', 'කුමක්ද ඔහුගේ දුරකථන ගැන විශේෂ ද?' ', ""මොකක්ද බෙල් සම්පූර්ණ නම ද?', 'නව සොයාගැනීම් සඳහා බෙල් ප්රසිද්ධ යනු කුමක්ද?']","[[{ 'පෙළ' 'දුරකථන', 'answer_start': 175}], [{ 'පෙළ' '1922', 'answer_start': 49}], [{ 'පෙළ' 'ප්රායෝගික', 'answer_start' : 165}], [{ 'පෙළ' 'ඇලෙක්සැන්ඩර් ග්රැහැම් බෙල්', 'answer_start': 0}], [{ 'පෙළ' 'දුරකථන', 'answer_start': 175}]]"
"ඒ පන්නයේ සමාජ / pʌb /, හෝ පොදු නිවසක් පුද්ගලික නිවසක්, එහි නම තිබිය දී, වේ, නමුත් එය සාමාන්ය මහජනතාව වෙත විකුනා මත්පැන් අවසර ලබා ඇත නිසා මහජන නිවසක් ලෙස හැඳින්වේ. එය බ්රිතාන්ය, අයර්ලන්තය, නවසීලන්තය, ඕස්ටේ්රලියාව, කැනඩාව, ඩෙන්මාර්කය සහ නව එංගලන්තයේ පානීය පිහිටුවීම ය. විශේෂයෙන් ගම්මාන බොහෝ ස්ථාන, දී, පබ් ප්රජාවගේ කේන්ද්රස්ථානය විය හැක. සාමුවෙල් Pepys ලියවිලි ද පබ් එංගලන්තයේ හදවත ලෙස විස්තර කරයි.","[ ""මොකක්ද? යන වචනය 'පන්නයේ' කෙටි '' එක්සත් ජනපදය තුල පිහිටා මත්පැන් හල් කොහෙද? ', උතුරු ඇමරිකාවේ මත්පැන් හල් පිහිටා ඇති එක්සත් ජනපදය, වඩා වෙනත්"" රට මත්පැන් හල් ඇති මහාද්වීපික කුමක්ද යුරෝපීය?', ' ? ',' මත්පැන් හල් එංගලන්තයේ හදවත බව පැවසුවේ කවුද? ']","[[{ 'පෙළ': 'මහජන නිවසක්', 'answer_start': 16}], [{ 'පෙළ' 'නව එංගලන්ත', 'answer_start': 255}], [{ 'පෙළ' 'ඩෙන්මාර්කය', ' answer_start ': 243}], [{' පෙළ '' කැනඩාවේ ',' answer_start ': 235}], [{' පෙළ '' සාමුවෙල් Pepys ',' answer_start ': 371}]]"
"අන්තර්ජාල සේවා සැපයුම්කරු (ISP), ප්රවේශ වන විට අන්තර්ජාලය භාවිතා, සඳහා සේවා සපයන ආයතනය වේ. අන්තර්ජාල සේවා සපයන්නන් වැනි වාණිජ, ප්රජා අයත් නොවන, ලාභ වැනි විවිධ ආකෘති පත්ර, සංවිධානය කළ හැක, හෝ වෙනත් ආකාරයකින් පෞද්ගලික අංශයට අයත්.","[ 'කුමක්ද අන්තර්ජාල සේවා සපයන්නන් සඳහා පෙනී කරන්නේ කුමක්ද?', 'යනු කුමක් ISP කරන්නේ කුමක්ද?', 'කුමක්ද ආකාර වූ සංවිධානය කර ISP කළ හැක්කේ කෙසේද?', 'මොන අන්තර්ජාල සේවා ප්රොක්සි සඳහා මුල් ද?', 'මොන වගේ සේවා සපයන්නන් සෑම විටම වාණිජ සපයන්නන් ද? ',' ආකාරයේ සංවිධානයක් මොන සියලු ලාභය සඳහා ද? ']","[[{ 'පෙළ' 'අන්තර්ජාල සේවා සැපයුම්කරු "",' answer_start ': 3}], [{' පෙළ '' භාවිතා ප්රවේශ වීම සඳහා, සේවා සපයන, අන්තර්ජාලය ',' answer_start ': 59}], [{' පෙළ '' වාණිජ, ප්රජා අයත් නොවන, ලාභ, හෝ වෙනත් ආකාරයකින් පෞද්ගලික අංශයට අයත් ',' answer_start ': 183}], [], [], []]"
"විහිලු, රූප, බොහෝ විට පෙළ හෝ වෙනත් දෘශ්ය තොරතුරු සමඟ ඒකාබද්ධ විසින් අදහස් ප්රකාශ කිරීම සඳහා භාවිතා මධ්යම වේ. විහිලු නිතර රූප පුවරු juxtaposed අනුක්රමය ස්වරූපයෙන් ගනී. බොහෝ විට එවැනි කතාවක් බැලුන්, ලිපි ශීර්ෂ හා onomatopoeia ලෙස පෙළ උපකරණ සංවාදයක්, කතාව, ශබ්ද ප්රයෝග, හෝ වෙනත් තොරතුරු බවයි. පුවරු සහ ප්රමාණය සැලැස්මට ආඛ්යානය දිවයිනට කිරීමට දායක වී තිබේ. Cartooning සහ උපමාව සමාන ආකාරයේ විහිලු වඩාත් පොදු රූප යනුවෙන් අදහස් කරනුයේ ය; fumetti ඡායාරූප රූප යොදා ගන්නා ආකාරයකි. විහිලු පොදු ආකෘති පත්ර විකට තීරු, කර්තෘ හා තේරුමක් කාටූන්, සහ චිත්ර කතා පොත් ඇතුළත් වේ. 20 වැනි ශත වර්ෂයේ අග භාගයේ සිට, එවැනි ග්රැෆික් නවකතා, විහිලු වල, tankōbon ලෙස බැඳී වෙළුම් වඩ වඩාත් සාමාන්ය දෙයක් බවට පත් වී ඇති අතර, අමුත්තන් webcomics 21 වන සියවසේ දින කීපයේ දී සිට ඇත.","[ 'විහිලු ආකාරයක ඡායාරූප රූප භාවිතය සැළසුම්? කුමන', 'onomatopoeia හා ලිපි ශීර්ෂ වලට අමතරව, කුමක් විහිලු දී සංවාදය පෙන්වන්න භාවිතා කළ හැක්කේ කෙසේද?', 'විකට කුමන ආකාරයේ 21 වන සියවසේ දී ලකුණු ගෙන ඇත?' , 'ද විවිධ ප්රමාණයෙන් මෙන්ම පුවරු විහිලු කුමන අංශයක් සමග උදව් සංවිධානය වී ඇති ආකාරය?', 'විහිලු ස්වරූපය autographic රූප භාවිතය සැළසුම් ද?' ', ""onomatopoeia හා ලිපි ශීර්ෂ වලට අමතරව, කුමක් සඳහා භාවිතා කළ නොහැකි "" ', විහිලු දී නොවන සංවාදයක් පෙන්වන්න භාවිතා කළ හැකි දේ onomatopoeia හා ලිපි ශීර්ෂ අමතරව?', 'විකට කුමන ආකාරයේ 20 වන සියවසේ දී ලකුණු ගෙන ඇත?', 'විවිධ ප්රමාණ විහිලු දී සංවාදය පෙන්වන්න? මෙන්ම පුවරු සකස් වී ඇති ආකාරය විහිලු කුමන අංශයක් සමග උදව් නැහැ? ""]","[[{ 'පෙළ' 'fumetti', 'answer_start': 484}], [{ 'පෙළ' 'කතාව බැලුන්', 'answer_start': 215}], [{ 'පෙළ' 'සමඟ අමුත්තන් webcomics', ' answer_start ': 756}], [{' පෙළ '' ආඛ්යානය දිවයිනට ',' answer_start ': 371}], [], [], [], [], []]"
"ශාන්ත හෙලේනා (/ ˌseɪnt həliːnə / SAYNT-hə-ලී-nə) දකුණු අත්ලාන්තික් සාගරය, බ්රසීලයේ රියෝ ද ජැනයිරෝ නගරයේ 4000 කිලෝමීටර (2500 සැත) පමණ නැගෙනහිරින් සහ 1,950 කිලෝමීටර (1,210 සැත) බටහිර Cunene ගඟ තුළ ගිනිකඳු නිවර්තන දිවයින, වන නිරිත දිග අප්රිකාවේ නැම්බියාව හා ඇන්ගෝලාව අතර මායිමේ ලකුණු. එය ශාන්ත හෙලේනා, සමිදාණන්ගේ හා ට්රිස්ටන් ඩ කුන්හා බ්රිතාන්ය විදේශ දේශසීමාවේ කොටසකි. 16 8 විසින් කිලෝමීටර් (සැතපුම් 5 10) ක් පමණ ශාන්ත හෙලේනා පියවර හා 4,255 (ජන සංගණනය 2008) ක ජනගහනයක් ඇත. එය කොන්ස්තන්තිනෝපලයේ ශාන්ත හෙලේනා නමින් නම් කරන ලදී.","[ 'නමින් නම් ශාන්ත හෙලේනා නිවර්තන දිවයින යනු කුමක්ද?', 'ශාන්ත හෙලේනා මොනවද සාගර පිහිටා ඇත?', 'කුමක්ද ශාන්ත හෙලේනා ජනගහනය ද?', 'කොහොමද ලොකු ශාන්ත හෙලේනා නිවර්තන දිවයින ද?']","[[{ 'පෙළ' 'කොන්ස්තන්තිනෝපලයේ ශාන්ත හෙලේනා', 'answer_start': 509}], [{ 'පෙළ' 'දකුණු අත්ලාන්තික් සාගරය', 'answer_start': 86}], [{ 'පෙළ' '4,255 ',' answer_start ': 469}], [{' පෙළ ': '16 8 කිලෝමීටර්', 'answer_start': 413}]]"
"විධිය දී, එම අපේක්ෂාවෙන් නිදහස් කිරීම හෝ, preaspiration පිළිබඳ පැමිණිල්ලේ දී, සමහර obstruents වසා ගියේ තනිවමය බව හුස්ම ශක්තිමත් පුපුරා ගිය වේ. ඉංග්රීසි, aspirated ව්යාංජනාක්ෂර ඔවුන්ගේ unaspirated සගයන් සමග අනුපූරක බෙදාහැරීමේ allophones, නමුත් සමහර වෙනත් භාෂා, විශේෂයෙන් බොහෝ ඉන්දියානු සහ නැගෙනහිර ආසියානු භාෂා, වෙනස contrastive වේ.","[හමය හා preaspiration දේ භාවිතා කරන්නේ? ',' Aspirated ව්යාංජනාක්ෂර ඉංග්රීසි මොනවාද? ',' කුමක්ද වෙනස contrastive කොහෙද භාෂාව වර්ග දෙකක්? වේ ',' හුස්ම ශක්තිමත් පුපුරා ගිය නිර්මාණය කුමක්ද? ',' මොනවාද ආසියානු භාෂා ව්යාංජනාක්ෂර aspirated? ',' Allophones දේ භාෂා දෙකක් සමාන ද? ',' සමහර obstruents විවෘත ගියේ තනිවමය කුමක්ද? ',' කුමක්ද හුස්ම දුර්වල පුපුරා ගිය භාවිතා? ']","[[{ 'පෙළ' 'විධිය', 'answer_start': 3}], [{ 'පෙළ' 'allophones', 'answer_start': 194}], [{ 'පෙළ' 'ඉන්දියානු සහ නැගෙනහිර ආසියානු', 'answer_start': 314}], [], [], [], [], []]"
"හයිඩ්රජන් රසායනික සංකේත H හා පරමාණුක ක්රමාංකය 1. 7000100794000000000 ♠ 1,00794 ඔබ සාපේක්ෂ පරමාණුක ස්කන්ධය සමඟ, රසායනික මුලද්රව්යයක් වන අතර, හයිඩ්රජන් ආවර්තිතා වගුව මත සැහැල්ලුතම මූලද්රව්යයේ වේ. එහි monatomic ආකෘති පත්රය (H) සියලු baryonic මහා දළ වශයෙන් 75% ක් හිමි වන්නේ, විශ්වය තුළ වඩාත්ම බහුල රසායනික ද්රව්යයකි. [Note 1] නොවන ඉතිරි තරු ප්රධාන වශයෙන් එහි ප්ලාස්මා රාජ්ය හයිඩ්රජන් සමන්විත වේ. හයිඩ්රජන් වඩාත් සුලභ සමස්ථානිකයක්, හැඳින් protium (කලාතුරකින් භාවිතා නම, සංකේතය 1H), එක් ප්රෝටෝන හා නියුට්රෝන ඇත.","[ 'යනු කුමක්ද රසායනික සංකේත හයිඩ්රජන් පරමාණු?', 'කුමක්ද හයිඩ්රජන් සඳහා භාවිතා පරමාණුක ක්රමාංකය ද?', 'කුමක්ද හයිඩ්රජන් සඳහා පරමාණුක බර ද?', 'සැහැල්ලුම සැලකේ කුමක් කරන්නද?']","[[{ 'පෙළ': 'H', 'answer_start': 0}], [{ 'පෙළ' '1', 'answer_start': 72}], [{ 'පෙළ' '7000100794000000000 ♠ 1,00794 ඔබ', 'answer_start': 100}], [{ 'පෙළ' 'හයිඩ්රජන්', 'answer_start': 0}]]"
"අභ්යවකාශ තරගය නිසා මියයන්නට හැකියාවෙන් ආධිපත්යය සඳහා සීතල යුද්ධය ප්රතිමල්ලවයන් දෙදෙනෙකු, සෝවියට් සංගමය (සෝවියට් සමාජවාදී සමූහාන්ඩු සංගමය) සහ ඇමරිකා එක්සත් ජනපදය (එක්සත් ජනපදය), අතර 20 වැනි සියවසේ තරගය විය. එය, දෙවන, අල්ලා ගන්නා ලද ජර්මානු රොකට් තාක්ෂණය හා නිලධාරීන් විසින් සක්රීය ලෝක යුද්ධයෙන් පසුව ඇති වූ ජාතීන් දෙකක් අතර මිසයිල මත පදනම් න්යෂ්ටික ආයුධ තරගය එහි මූලාරම්භය සිදු විය. එවැනි ආධිපත්යය සඳහා අවශ්ය තාක්ෂනික අධිකාරය ජාතික ආරක්ෂාව සඳහා අවශ්ය, සහ මතවාදී පරතරය සංකේතාත්මක ලෙස දක්නට ලැබිණි. අභ්යවකාශ තරගය පහත් පෘථිවි කක්ෂයේ හා සඳ කෘත්රිම චන්ද්රිකා, සඳ, සිකුරු, සහ අඟහරු මිනිසුන් රහිත අභ්යවකාශ ප්රෝබ, සහ මනුෂ්ය අභ්යාවකශ දියත් කිරීමට ගන්නා උත්සාහයන් පුරෝගාමී නිර්මාණය වූවකි. මෙම තරගය අගෝස්තු මස 2, 1955, සෝවියට් සංගමය, ඔවුන් ද "", නුදුරු අනාගතයේ දී"" චන්ද්රිකා දියත් කරන බව පවසමින් විසින්, ජාත්යන්තර භූ භෞතික විද්යාත්මක වසර සඳහා කෘතිම චන්ද්රිකා දියත් කිරීමට බලාපොරොත්තු පිලිබඳ දවස් හතරකට පෙර එක්සත් ජනපද නිවේදනය ප්රතිචාර විට ආරම්භ විය. සෝවියට් සංගමය එක්සත් ජනපදය මේ, ඔක්තෝබර් 4, 1957 සමග ස්පුට්නික් 1 හි වටා කක්ෂගතව, අප්රේල් 12, 1961 දින මෙම අභ්යාවකාශ තරගය ජූලි 20 දැනෙනවා පරාජය, පසුව අවකාශයේ පළමු මිනිස්, යූරී ගගාරීන් කිරීම සඳහා එක්සත් ජනපදය පරාජය, සඳ මත පළමු මිනිසුන් ඇපලෝ 11. සෝවියට් සංගමය මිනිසුන් සහිත චන්ද්ර මෙහෙයුම් උත්සාහ සමග කළ නමුත් නොහැකි විය, සහ අවසානයේ ඔවුන් අවලංගු සහ පෘථිවි කාක්ෂික අභ්යවකාශ මධ්යස්ථාන වැඩි අවදානයක් යොමු කිරීම 1969 එක්සත් ජනපද ගොඩ. , සමුපකාර ඇපලෝ සොයුස් පර්යේෂණ ව්යාපෘතියට මත අප්රේල් මස 1972 ගිවිසුම අනුගමනය සෝවියට් ගගනගාමී කාර්ය මණ්ඩලය සමග එක්සත් ජනපද ගගනගාමී කාර්ය මණ්ඩලයේ පෘථිවි කක්ෂයේ ජූලි 1975 ෆීලික්ස් නිසා détente ක කාලය.","[ 'කුමක් දිනය අභ්යාවකාශ තරගය ආරම්භ කළේ ඇයි? මත', 'ස්පුට්නික් 1 දේ දිනය වටා කක්ෂගතව ආරම්භ?', 'ඉඩ දී වූ පළමු පුද්ගලයා කවුද?', 'කුමක්ද පළමු මිනිස් අවකාශය ළඟා වන දිනය ද?']","[[{ 'පෙළ' 'අගෝස්තු 2, 1955', 'answer_start': 702}], [{ 'පෙළ' 'ඔක්තෝබර් 4, 1957', 'answer_start': 990}], [{ 'පෙළ' ' යූරී ගගාරීන් ',' answer_start ': 1080}], [{' පෙළ '' අප්රේල් 12, 1961 ',' answer_start ': 1097}]]"
"වෙබ් බ්රවුසරය (පොදුවේ බ්රවුසරයක් ලෙස සඳහන්), දැන ගැනීම ඉදිරිපත්, සහ ලෝක ව්යාප්ත වෙබ් මත තොරතුරු සම්පත් ගමන් ඇරඹී සඳහා මෘදුකාංග වේ. තොරතුරු සම්පත විධිමත් සම්පත් හඳුන්වනය (URI / URL එක) විසින් හඳුනාගෙන ඇත සහ වෙබ් පිටුව, ප්රතිරූපය, වීඩියෝ හෝ අන්තර්ගත අනෙකුත් කෑල්ලක් විය හැකිය. සම්පත් හයිපර්ලින්ක් වර්තමාන අදාළ සම්පත් තම වෙබ් බ්රව්සර් සැරිසැරීම පහසුවෙන් භාවිතා කරන්නන් සක්රිය කරන්න.","[ 'කුමක්ද ජනතාව සාමාන්යයෙන් වෙබ් බ්රවුසරයක් කතා කරන්නේ කෙසේද?', 'මත භාවිතා කරන වෙබ් බ්රව්සරය කුමක්ද වේදිකාවක්?', 'කුමක්ද URL එක කරන්නේ නපුරු?', 'මොන පුද්ගලයා සම්පත් තම බ්රවුසරය යොමු කිරීමට ඉඩ?', 'කුමක්ද ලෝක ව්යාප්ත වෙබ් අර්ථ දැක්වීම? ',' මොන WWW හදුනා ගැනීම තුළින්? ',' මොන WWW උදාහරණ වේ? ',' උදව් භාවිත කරන යෙදුම් ගැන අන්තර්ගතයට වර්තමාන කරන්නේ කුමක්ද? ',' කුමක්ද හඳුනා ගනියි ආකාරය දෙයක් වීඩියෝ මෘදුකාංග යෙදුම කරයි? ']","[[{ 'පෙළ' 'බ්රවුසරයේ', 'answer_start': 6}], [{ 'පෙළ' 'ලෝක ව්යාප්ත වෙබ්', 'answer_start': 148}], [{ 'පෙළ' 'විධිමත් සම්පත් හඳුන්වනය' 'answer_start': 207}], [{ 'පෙළ' 'හයිපර්ලින්ක්', 'answer_start': 308}], [], [], [], [], []]"
"මෙම BeiDou නාවික චන්දිකා පද්ධති (බී බී එස්, සුළු චීන: 北斗 卫星 导航 系统; සාම්ප්රදායික චීන: 北斗 衛星 導航 系統; පින්යින්: Běidǒu wèixīng dǎoháng xìtǒng) චීන චන්ද්රිකා සංචලනය පද්ධතිය වේ. 2000 සිට ක්රියාත්මක වන කර ඇති බව සීමිත ටෙස්ට් පද්ධතිය, හා ඉදිකිරීම් යටතේ දැනට මහා පරිමාන ගෝලීය නාවික පද්ධතිය - එය දෙක වෙන වෙනම චන්ද්රිකා තාරකා මණ්ඩල කින් සමන්විත වේ.","[ 'මේ BeiDou නාවික චන්දිකා පද්ධති චන්ද්රිකා තාරකා මණ්ඩල කීයක් තිබෙනවාද?' 'යි BeiDou නාවික චන්දිකා පද්ධති යනු කුමක්ද?', 'මෙහෙයුම් සීමිත ටෙස්ට් පද්ධතිය වී කොපමණ කල්?' 'මොන චන්ද්රිකා තාරකා මණ්ඩල දෙකක් ද?' ', 'මේ BeiDou නාවික චන්දිකා පද්ධති කෙසේද සාම්ප්රදායික චීන ලියා ඇත?', 'මොන සමාගම නාවික චන්දිකා පද්ධති ද?', 'මෙම BeiDou නාවික චන්දිකා පද්ධති 3 කින් සමන්විත වේ දේ වෙන්? ',' 2010 වසරේ සිට ක්රියාත්මක වන ක්රමය කුමන ආකාරයේ ඇති වී තිබෙන්නේ කෙසේද? ',' ඉදිකිරීම් යටතේ තවදුරටත් කුමන ක්රමය? ']","[[{ 'පෙළ' 'චීන චන්ද්රිකා නාවික පද්ධතියක්', 'answer_start': 148}], [{ 'පෙළ' 'දෙක වෙන වෙනම චන්ද්රිකා තාරකා මණ්ඩල', 'answer_start': 202}], [{ 'පෙළ': '2000 සිට ක්රියාත්මක වන කර ඇති බව සීමිත ටෙස්ට් පද්ධතිය, සහ පූර්න පරිමාන ගෝලීය නාවික පද්ධතියක්', 'answer_start': 242}], [{ 'පෙළ' '2000 වසරේ සිට', 'answer_start': 288}], [ { 'පෙළ' '北斗 衛星 導航 系統', 'answer_start': 96}], [], [], [], []]"
"Canon නීතිය ක්රිස්තියානි සංවිධානයක් හෝ සභාව හා එහි සාමාජිකයන් අතර රජය සඳහා, පැවිදි බලය (පල්ලිය නායකත්වය) විසින් කරන ලද නීති සහ රෙගුලාසි ශරීරය වේ. එය කතෝලික පල්ලිය (ලතින් සභාව හා නැගෙනහිර කතෝලික පල්ලි යන දෙකම) ආණ්ඩු අභ්යන්තර පැවිදි නීතිය, නැගෙනහිර සහ පෙරදිග ඕර්තඩොක්ස් සභාවන් සහ එංගලන්ත ශාන්ති තුළ පුද්ගලයා ජාතික පල්ලි වේ. එවැනි සභාව නීති, නීති පනවමින් අර්ථ නිරූපණය කෙරෙන සහ විටින් විට පල්ලි මෙම මළ සිරුරු තුන අතර පුළුල් ලෙස වෙනස් වේ පසිඳලීමට බව සැබවි. සියලු සම්ප්රදායන් තුනක්, කර ග්රන්ථ මුලින් මන්ත්රණ සභාව මගින් සම්මත නීතියක් විය; මෙම හක්ගෙඩි කැනනය නීතියේ පදනම පිහිටුවන ලදී.","[ 'කුමක්ද සභාවේ ප්රධානීන් විසින් නිකුත් කරන ලද නීති රීති නම ද?', 'ආගම මොන වගේ කැනනය අදාල නීති ද?', 'ආයතන, කතෝලික සභාව හදාගන්න ද?', 'සඳහා පළමු වගකීම කුමක්ද ශරීරය කැනනය නිර්මාණය? ',' කුමක්ද කැනනය නීතිය සමන්විත වන්නේ කෙසේද? ',' මොන පල්ලිය ගිහි ජනතාවගේ විසින් කරන ලද නීති නම කුමක්ද? ',' ලතින් සහ බටහිර කතෝලික පල්ලි සෑදී ඇත කුමක්ද සභාව ',' සියලුම ආගම් මළ සිරුරු තුන නීතිය එලෙස ම අර්ථ කැනනය දේ පුරාම පාලනය දේ මගින් පාලනය වේ? ',' මුලින් පාප් වහන්සේ විසින් සම්මත කර ගන්නා ලදී කුමක්ද? ','? ']","[[{ 'පෙළ' 'Canon නීතිය', 'answer_start': 0}], [{ 'පෙළ' 'ක්රිස්තියානි', 'answer_start': 124}], [{ 'පෙළ' 'ලතින් සභාව හා නැගෙනහිර කතෝලික පල්ලි ',' answer_start ': 248}], [{' පෙළ '' මන්ත්රණ සභාව ',' answer_start ': 606}], [{' පෙළ '', හක්ගෙඩි ',' answer_start ': 628}], [] , [], [], [], []]"
